mineral_name,rruff_id,laser_nm,data_type,source_file,has_xrd,elements_detected,chemical_family,n_elements,avg_electronegativity,avg_atomic_mass,reduced_formula,matbench_gap_pbe,matbench_is_metal,matbench_e_form
Macquartite,R210020,532.0,Processed,Macquartite__R210020__Raman__532______Raman_Data_Processed__d2e7a512c52fb215c1d2bd6100b9.txt,False,,Unknown,1.0,0.0,,Macquartite,,,
Magnetite,R140861,780.0,Processed,Magnetite__R140861__Broad_Scan__780__0__unoriented__Raman_Data_Processed__0af296ff742aa7b61cd58e6d2a5c.txt,False,,Unknown,1.0,0.0,,Magnetite,,,
Anorthite,R050104,780.0,Processed,Anorthite__R050104__Raman__780______Raman_Data_Processed__4cfde514091e4886a386c4d1a22f.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Anorthite,,,
Grunerite,R070186,532.0,Processed,Grunerite__R070186__Raman__532______Raman_Data_Processed__6dc06647c8ea6038ba327076482a.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Grunerite,,,
Tlapallite,R060888,532.0,Processed,Tlapallite__R060888__Raman__532______Raman_Data_Processed__946b374dcf8224c8648a3516cfd1.txt,False,,Unknown,,,,,,,
Colemanite,R050331,780.0,Processed,Colemanite__R050331__Broad_Scan__780__0__unoriented__Raman_Data_Processed__cabd717c1c43fb06cab008ccd5d3.txt,False,"Al,B,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Senegalite,R050239-4,514.0,Processed,Senegalite__R050239-4__Raman__514__0-000__depolarized__Raman_Data_Processed__e9e65c1ff5654f258f41cce39092.txt,False,,Unknown,,,,,,,
Wollastonite,R120122,780.0,Processed,Wollastonite__R120122__Broad_Scan__780__0__unoriented__Raman_Data_Processed__de672b96c54e3398fb64aa5a215b.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Zn",Unknown,,,,,,,
Muscovite,R040108,532.0,Processed,Muscovite__R040108__Broad_Scan__532__0__unoriented__Raman_Data_Processed__afdbd474caa9426682363bc65789.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Muscovite,,,
Deerite,R070393,532.0,Processed,Deerite__R070393__Raman__532______Raman_Data_Processed__2a2db890ae669e85c6b2456e4ab5.txt,False,,Unknown,,,,,,,
Jarosite,R060113,780.0,Processed,Jarosite__R060113__Broad_Scan__780__0__unoriented__Raman_Data_Processed__27004d8d2d2874274c16ebb22450.txt,False,,Unknown,1.0,0.0,,Jarosite,,,
Tyuyamunite,R070232,532.0,Processed,Tyuyamunite__R070232__Raman__532______Raman_Data_Processed__4ddcfa19caa2566b140483693434.txt,False,,Unknown,,,,,,,
Dundasite,R060760,532.0,Processed,Dundasite__R060760__Broad_Scan__532__0__unoriented__Raman_Data_Processed__cb5e615f37940c834420032c919d.txt,False,,Unknown,,,,,,,
Zircon,R050034,532.0,Processed,Zircon__R050034__Raman__532______Raman_Data_Processed__14fa5e986f42070d8d51e0c7a45e.txt,False,"El,Hf,Ka,La,O,Ox,Pk,Si,Wt,Zr",Unknown,1.0,0.0,,Zircon,,,
Crocoite,R160016,780.0,Processed,Crocoite__R160016__Broad_Scan__780__0__unoriented__Raman_Data_Processed__442c89e99d5b357dd49b70574ad6.txt,False,"Cr,O,On,Pb,Wt",Unknown,,,,,,,
Piemontite,R150096,780.0,Processed,Piemontite__R150096__Broad_Scan__780__0__unoriented__Raman_Data_Processed__8fd10c8a3d1d178a9f1b7b33afe6.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Silicon,R050145-3,514.0,Processed,Silicon__R050145-3__Raman__514__0-000__depolarized__Raman_Data_Processed__eb5cef036dd2a48f60ab28fdcbe7.txt,False,,Unknown,,,,,,,
Beryl,R050065-4,514.0,Processed,Beryl__R050065-4__Raman__514__0-000__depolarized__Raman_Data_Processed__219c5917a65f2965898c6a760498.txt,False,"Al,Be,Ca,Cr,El,Fe,K,Ka,Li,Mg,Na,O,Ox,Pk,Sc,Si,V,Wt",Unknown,,,,,,,
Albite,R050253-6,514.0,Processed,Albite__R050253-6__Raman__514__0-000__depolarized__Raman_Data_Processed__cef8cdd6baa92e0ec5799b87a85d.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Fluor-uvite,R050301,514.0,Processed,Fluor-uvite__R050301__Raman__514______Raman_Data_Processed__9ed0f2698bf8ba84149b67373233.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Diopside,X050060,514.0,RAW,Diopside__X050060__Raman__514______Raman_Data_RAW__69bfd0473fc734909eb8a0ace1a7.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Collinsite,R140626,780.0,Processed,Collinsite__R140626__Broad_Scan__780__0__unoriented__Raman_Data_Processed__182b5709e6f5113110e09d337e18.txt,False,"Ca,F,Fe,Mg,Mn,P,Wt",Unknown,,,,,,,
Piypite,R130048,532.0,Processed,Piypite__R130048__Raman__532______Raman_Data_Processed__f368039656017274e22f18b76121.txt,False,,Unknown,,,,,,,
Nahcolite,R070237,532.0,Processed,Nahcolite__R070237__Raman__532______Raman_Data_Processed__3e9394480126463a3b5b91cabb22.txt,False,"Al,C,Ca,Cr,El,F,Fe,H,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
Soddyite,R060407,780.0,Processed,Soddyite__R060407__Raman__780______Raman_Data_Processed__d86bd6596643acec62a1fb922f18.txt,False,,Unknown,,,,,,,
Vesuvianite,R050489,532.0,Processed,Vesuvianite__R050489__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ba56eae2079548c4ec71de211006.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Pk,Si,Ti,Zn",Unknown,,,,,,,
Phosphohedyphane,R110037,532.0,Processed,Phosphohedyphane__R110037__Broad_Scan__532__0__unoriented__Raman_Data_Processed__0496f77225344aae20e9ed4a2f29.txt,False,"Al,As,Ca,Cl,Cr,Cu,El,F,Fe,K,Ka,La,Ma,Mg,Mn,Na,O,P,Pb,Pk,S,Ti,Zn",Unknown,,,,,,,
Cassiterite,R040072-3,514.0,Processed,Cassiterite__R040072-3__Raman__514__0-000__depolarized__Raman_Data_Processed__cdc06c82aa77adf33dfd1b1c168a.txt,False,"O,Sn",Unknown,,,,,,,
Lepidocrocite,R050454,780.0,Processed,Lepidocrocite__R050454__Broad_Scan__780__0__unoriented__Raman_Data_Processed__8262cb930735a3d70ff97ad61cf4.txt,False,"Al,El,Fe,Ka,Mn,O,Ox,Pk,Si,Wt",Unknown,1.0,0.0,,Lepidocrocite,,,
Ferrohogbomite-2N2S,R061017,785.0,Processed,Ferrohogbomite-2N2S__R061017__Raman__785______Raman_Data_Processed__00726c685678ca9c3f18cecb96ee.txt,False,,Unknown,,,,,,,
Mauriziodiniite,R250098,532.0,Processed,Mauriziodiniite__R250098__Raman__532______Raman_Data_Processed__ac08c8d87970082132b9b7ce913a.txt,True,,Unknown,1.0,0.0,,Mauriziodiniite,,,
Tephroite,R060141,532.0,Processed,Tephroite__R060141__Broad_Scan__532__0__unoriented__Raman_Data_Processed__816ff493be4cce6fbd7363cf9bde.txt,False,"F,Mn,S,Wt",Unknown,,,,,,,
Nepheline,R090059,780.0,Processed,Nepheline__R090059__Raman__780______Raman_Data_Processed__967c39981a4c17a48b374cf452ab.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Bismutotantalite,R130778,780.0,Processed,Bismutotantalite__R130778__Broad_Scan__780__0__unoriented__Raman_Data_Processed__31916191317c1fb5c07b6486ccf2.txt,False,,Unknown,,,,,,,
Pyrite,R050070-3b,514.0,Processed,Pyrite__R050070-3b__Raman__514__0-000__depolarized__Raman_Data_Processed__fc7f4016366fb78d7fd971472d44.txt,False,"Ag,As,At,Cr,Cu,F,Fe,Na,No,On,S,Sb,Wt",Unknown,,,,,,,
Jamesonite,R050432_c,785.0,Processed,Jamesonite__R050432_c__Raman__785______Raman_Data_Processed__9c2ec6be07efdbb716dfc284ff80.txt,False,"At,Cu,El,Fe,Ka,La,Ma,Ox,Pb,Pk,S,Sb,Wt,Zn",Unknown,1.0,0.0,,Jamesonite,,,
Tenorite,R060978,532.0,Processed,Tenorite__R060978__Raman__532______Raman_Data_Processed__eab30dcccb57993f305d47a08d6f.txt,False,,Unknown,,,,,,,
Tintinaite,R110163,532.0,Processed,Tintinaite__R110163__Broad_Scan__532__0__unoriented__Raman_Data_Processed__18bff63954ee19c3a55c04cf9385.txt,False,"Ag,At,Bi,Cu,F,No,On,Pb,S,Sb,Wt",Unknown,,,,,,,
Fluorapatite,R050192,780.0,Processed,Fluorapatite__R050192__Raman__780______Raman_Data_Processed__597b2f3f0947fbdacd3e4aea07b5.txt,False,"C,Ca,El,F,Ka,O,Ox,P,Pk",Unknown,,,,,,,
Livingstonite,R050453_d,532.0,Processed,Livingstonite__R050453_d__Raman__532______Raman_Data_Processed__bd4d93dcd30c4e528bca74bf5b37.txt,False,,Unknown,,,,,,,
Azurite,R050497-3,514.0,Processed,Azurite__R050497-3__Raman__514__0-000__depolarized__Raman_Data_Processed__995c5c814afde9f9c5664eb384cd.txt,False,"Ba,Cl,Cu,El,Ka,La,Ma,Ox,Pb,Pk,Sr,Wt",Unknown,1.0,0.0,,Azurite,,,
Stephanite,R050143_c,532.0,Processed,Stephanite__R050143_c__Raman__532______Raman_Data_Processed__0c0dd84fdc2f2b6af41ce7ef4550.txt,False,"Ag,As,At,Cu,F,Hg,No,On,S,Sb,Wt",Unknown,,,,,,,
Thaumasite,R060814,532.0,Processed,Thaumasite__R060814__Raman__532______Raman_Data_Processed__9cc1669bc47729b98986e0646072.txt,False,,Unknown,,,,,,,
Gratonite,R060956,532.0,Processed,Gratonite__R060956__Raman__532______Raman_Data_Processed__383d9261afb21cd51ab3144c3940.txt,False,"As,Cu,El,Ka,La,Ma,Ox,Pb,Pk,S,Sb,Wt,Zn",Unknown,1.0,0.0,,Gratonite,,,
Jahnsite-(CaMnFe),R060310,780.0,Processed,Jahnsite-(CaMnFe)__R060310__Broad_Scan__780__0__unoriented__Raman_Data_Processed__001a7457d69f484a77f1c96bae1a.txt,False,,Unknown,,,,,,,
Keystoneite,R070661,532.0,Processed,Keystoneite__R070661__Broad_Scan__532__0__unoriented__Raman_Data_Processed__cc0672a19d653f15fd4518801c14.txt,False,,Unknown,,,,,,,
Sodalite,R060416,780.0,Processed,Sodalite__R060416__Raman__780______Raman_Data_Processed__28a1258aeee6096fc11ecb2ea243.txt,False,,Unknown,,,,,,,
Labuntsovite-Mn,R110169,532.0,Processed,Labuntsovite-Mn__R110169__Broad_Scan__532__0__unoriented__Raman_Data_Processed__34dfbc03c212a44a6025e4791c54.txt,False,,Unknown,,,,,,,
Hydroredmondite,R250068,532.0,Processed,Hydroredmondite__R250068__Broad_Scan__532__0__unoriented__Raman_Data_Processed__76627e3e586ee9b195d6f5e2c7c3.txt,True,,Unknown,,,,,,,
Kobellite,R070669,780.0,Processed,Kobellite__R070669__Raman__780______Raman_Data_Processed__b4795667bee19406c1ced6833292.txt,False,"Ag,At,Bi,Cu,F,Fe,No,On,Pb,S,Sb,Wt",Unknown,,,,,,,
Plumbogummite,R050458,532.0,Processed,Plumbogummite__R050458__Broad_Scan__532__0__unoriented__Raman_Data_Processed__7e5b19ba7e8fbcb90aff1e6957c4.txt,False,"Al,As,El,Ka,La,Ma,O,Ox,P,Pb,Pk,S,Wt",Unknown,,,,,,,
Tinticite,R070682,532.0,Processed,Tinticite__R070682__Raman__532______Raman_Data_Processed__fdc757f0269ac805a427ddd57209.txt,False,"Al,As,Ca,Cr,El,Fe,H,K,Ka,Mg,Mn,Na,O,Ox,P,Pk,S",Unknown,,,,,,,
Gaidonnayite,R140540,532.0,Processed,Gaidonnayite__R140540__Raman__532______Raman_Data_Processed__3f3678c0c177a71fb702c31c9f27.txt,False,,Unknown,,,,,,,
Lawsonite,R050042-4,514.0,Processed,Lawsonite__R050042-4__Raman__514__0-000__depolarized__Raman_Data_Processed__176fff6caa002c4cd65f5302c87b.txt,False,,Unknown,,,,,,,
Johachidolite,R070640,780.0,Processed,Johachidolite__R070640__Raman__780______Raman_Data_Processed__9bbbb12e4e7978204cc7e86b3daf.txt,False,"Al,B,Ca,Cr,El,Ka,Mn,Na,O,Ox,Pk,Wt",Unknown,1.0,0.0,,Johachidolite,,,
Hematite,R060190,532.0,Processed,Hematite__R060190__Broad_Scan__532__0__unoriented__Raman_Data_Processed__92f16e2c21bccb42e5b34f75599c.txt,False,"Al,Cr,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Ti,Wt",Unknown,,,,,,,
Natrolite,R050589,532.0,Processed,Natrolite__R050589__Broad_Scan__532__0__unoriented__Raman_Data_Processed__3e66b00e3e735885af18dcac6a63.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
Uvarovite,R061041,532.0,Processed,Uvarovite__R061041__Raman__532______Raman_Data_Processed__9d914c159e2c6c09ff5f1552156a.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Sinhalite,R100163,532.0,Processed,Sinhalite__R100163__Raman__532______Raman_Data_Processed__0c1bdd1537a781c2ba2dedabb0c3.txt,False,"Al,B,Ca,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Wt",Unknown,,,,,,,
Anglesite,R050052,785.0,Processed,Anglesite__R050052__Raman__785______Raman_Data_Processed__21082f0e1600baf2c8970f77576b.txt,False,"Ca,Cu,El,Fe,Ka,La,Ma,O,Ox,Pb,Pk,S,Si,Sr,Wt,Zn",Unknown,1.0,0.0,,Anglesite,,,
Levyne-Ca,R080128,785.0,Processed,Levyne-Ca__R080128__Raman__785______Raman_Data_Processed__7c0a65ee59b0e2ae734cdb0cacb5.txt,False,,Unknown,,,,,,,
Reyerite,R060749,532.0,Processed,Reyerite__R060749__Raman__532______Raman_Data_Processed__78f0da3eb8bc77fd5d768c5d4363.txt,False,"Al,Ca,H,K,Na,O,Si",Unknown,,,,,,,
Pseudobrookite,R140974,532.0,Processed,Pseudobrookite__R140974__Broad_Scan__532__0__unoriented__Raman_Data_Processed__0c5de94a53b5235ef9bdb9ff4d03.txt,False,,Unknown,,,,,,,
Ullmannite,R070541,532.0,Processed,Ullmannite__R070541__Raman__532______Raman_Data_Processed__66fdcbec3e5e03504b00c5052ed4.txt,False,,Unknown,,,,,,,
Trilithionite,R040105-6,514.0,Processed,Trilithionite__R040105-6__Raman__514__0-000__depolarized__Raman_Data_Processed__e3af5fc2ecb9ccee61b671d3e1b6.txt,False,,Unknown,,,,,,,
Diamond,R050207-3,514.0,Processed,Diamond__R050207-3__Raman__514__0-000__depolarized__Raman_Data_Processed__29a918fc209b75745bc1f23dc3f8.txt,False,,Unknown,,,,,,,
Covellite,R060129-4,514.0,Processed,Covellite__R060129-4__Raman__514__0-000__depolarized__Raman_Data_Processed__10c9d879a06e8bee021f11391ce6.txt,False,"Cu,El,Fe,Ka,Ox,Pk,S,Wt,Zn",Unknown,,,,,,,
Annite,R060211-4,514.0,Processed,Annite__R060211-4__Raman__514__0-000__ccw__Raman_Data_Processed__7397b4f010b302cdd22de0420ac1.txt,False,"Al,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Annite,,,
Nuffieldite,R110088,532.0,Processed,Nuffieldite__R110088__Broad_Scan__532__0__unoriented__Raman_Data_Processed__575aad980c1708bb3f36f2fa3e89.txt,False,"Ag,At,Bi,Cu,F,Fe,No,On,Pb,S,Sb,Wt",Unknown,,,,,,,
Brookite,R050591,532.0,Processed,Brookite__R050591__Broad_Scan__532__0__unoriented__Raman_Data_Processed__3252ef75a0bf2d4411b1ba29e4ae.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Whiteite-(CaFeMg),R060912,532.0,Processed,Whiteite-(CaFeMg)__R060912__Raman__532______Raman_Data_Processed__c2a0ea83cb9da1a050e37e418770.txt,False,,Unknown,,,,,,,
Anatase,R060277,780.0,Processed,Anatase__R060277__Raman__780______Raman_Data_Processed__b2038e16a28f243609c20d27eb23.txt,False,"El,Ka,O,Ox,Pk,Ti,Wt",Unknown,1.0,0.0,,Anatase,,,
Aspirin,D120020,532.0,Processed,Aspirin__D120020__Broad_Scan__532__0__unoriented__Raman_Data_Processed__80fc051f2e6908f199bd8dd08bcd.txt,False,,Unknown,,,,,,,
Albite,R050253,780.0,Processed,Albite__R050253__Raman__780______Raman_Data_Processed__64ca155d1932c37479bd67df3bd4.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Arsenopyrite,R061082,532.0,Processed,Arsenopyrite__R061082__Raman__532______Raman_Data_Processed__9138285c17c9ed2d09068e1874f3.txt,False,"As,Cu,El,Fe,Ka,La,Mn,Ox,Pk,S,Wt,Zn",Unknown,,,,,,,
Aqualite,R070413,532.0,Processed,Aqualite__R070413__Raman__532______Raman_Data_Processed__3241a24d6ca39758baa25f7030cf.txt,False,,Unknown,1.0,0.0,,Aqualite,,,
Yugawaralite,R050407,780.0,Processed,Yugawaralite__R050407__Broad_Scan__780__0__unoriented__Raman_Data_Processed__01057fb7bc2ffbe174c38d2b570a.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,H,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Quartz,R040031-3,514.0,Processed,Quartz__R040031-3__Raman__514__0-000__depolarized__Raman_Data_Processed__5349dc8bcff6cb8c2289b7ac6151.txt,False,"Al,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Quartz,,,
Koritnigite,R060654,532.0,Processed,Koritnigite__R060654__Broad_Scan__532__0__unoriented__Raman_Data_Processed__934d05daae23800041ca636fa5c2.txt,False,"As,Ca,Co,Cu,El,F,Fe,Ka,La,Mn,Ni,O,Ox,P,Pk,S,Wt,Zn",Unknown,,,,,,,
Fluor-liddicoatite,R060635,780.0,Processed,Fluor-liddicoatite__R060635__Raman__780______Raman_Data_Processed__016740fc21b8deb28eefefd71623.txt,False,"Al,B,Ca,Cr,El,F,Fe,K,Ka,Li,Mg,Mn,Na,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
Topaz,R050200-5,514.0,Processed,Topaz__R050200-5__Raman__514__0-000__depolarized__Raman_Data_Processed__fda66c7251ebc23b07382b0f4de9.txt,False,,Unknown,,,,,,,
Pyromorphite,R050015,514.0,Processed,Pyromorphite__R050015__Raman__514______Raman_Data_Processed__4f0cf2ae5a3fa3b98b288dd682b3.txt,False,,Unknown,,,,,,,
Tuscanite,R050324,780.0,Processed,Tuscanite__R050324__Raman__780______Raman_Data_Processed__f8e5d6f95e72d58d13741b69cc48.txt,False,,Unknown,,,,,,,
Westerveldite,R060507,785.0,Processed,Westerveldite__R060507__Raman__785______Raman_Data_Processed__5e5f6b4cad3d3eadf68a0a9761cf.txt,False,,Unknown,,,,,,,
Diopside,R060171-4,514.0,Processed,Diopside__R060171-4__Raman__514__0-000__depolarized__Raman_Data_Processed__efb7d0a510f2f2307499e0e208ab.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Celestine,R050008-3,514.0,Processed,Celestine__R050008-3__Raman__514__0-000__depolarized__Raman_Data_Processed__5e760268c743fb2904f0ebb2b35b.txt,False,"S,Si,Sr",Unknown,,,,,,,
Sursassite,R060336,532.0,Processed,Sursassite__R060336__Raman__532______Raman_Data_Processed__19ed2c2ca700e5491edb311ca4a1.txt,False,,Unknown,,,,,,,
Clinoferroholmquistite,R110165,780.0,Processed,Clinoferroholmquistite__R110165__Broad_Scan__780__0__unoriented__Raman_Data_Processed__18cadd15eebf8f66c6f84e46626f.txt,False,,Unknown,,,,,,,
Crocoite,R050044-4,514.0,Processed,Crocoite__R050044-4__Raman__514__0-000__depolarized__Raman_Data_Processed__1cbcce1778c64b8907a73ede676d.txt,False,"Cr,O,On,Pb,Wt",Unknown,,,,,,,
Montebrasite,R040060-5,514.0,Processed,Montebrasite__R040060-5__Raman__514__0-000__depolarized__Raman_Data_Processed__6dda62a914b8197e1e2b65786a9e.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,Ka,Li,Mg,Na,O,Ox,P,Pk,S,Wt",Unknown,,,,,,,
Anorthite,R100170,532.0,Processed,Anorthite__R100170__Raman__532______Raman_Data_Processed__58b66bb446c917a973e11d8afb8e.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Anorthite,,,
Calcite,R050130-3,514.0,Processed,Calcite__R050130-3__Raman__514__0-000__depolarized__Raman_Data_Processed__cfabbb5c0d06f45a20d25c9a50db.txt,False,"Ba,Ca,On,Sr,Wt",Unknown,,,,,,,
Epidote,R050131-6,514.0,Processed,Epidote__R050131-6__Raman__514__0-000__depolarized__Raman_Data_Processed__e3fe85c8ae0a37298b9887d8a39b.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Epidote,,,
Cotunnite,R060655,532.0,Processed,Cotunnite__R060655__Broad_Scan__532__0__unoriented__Raman_Data_Processed__675661c5e69edb1f2db8a067d31f.txt,False,"Cl,Cu,El,Fe,Ka,Ma,Ox,Pb,Pk,Wt,Zn",Unknown,,,,,,,
Tungstenite,R070616,532.0,Processed,Tungstenite__R070616__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d17411a94a5c6216151c89a78472.txt,False,,Unknown,,,,,,,
Diopside,R050406-5,514.0,Processed,Diopside__R050406-5__Raman__514__0-000__depolarized__Raman_Data_Processed__2bc4616a6ee5aa400ed457603be8.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Stibivanite,R080125,780.0,Processed,Stibivanite__R080125__Broad_Scan__780__0__unoriented__Raman_Data_Processed__5af88f0bbdc2bbd2d4f14fed5604.txt,False,"Bg,Ka,La,O,On,S,Sb,Sp,V,Wt",Unknown,,,,,,,
Manganoneptunite,R130094,532.0,Processed,Manganoneptunite__R130094__Raman__532______Raman_Data_Processed__905004d30e0963341953b417591f.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Li,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt,Zn",Unknown,1.0,0.0,,Manganoneptunite,,,
Silver,R070754,780.0,Processed,Silver__R070754__Raman__780______Raman_Data_Processed__829aa23204ac79ac374064c67996.txt,False,"Ag,At,Hg,On,Wt",Unknown,,,,,,,
Glass-(Y),R110073,532.0,Processed,Glass-(Y)__R110073__Broad_Scan__532__0__unoriented__Raman_Data_Processed__9d17170f96e6e5c5545a488f563f.txt,False,,Unknown,,,,,,,
Lorenzenite,R130051,532.0,Processed,Lorenzenite__R130051__Broad_Scan__532__0__unoriented__Raman_Data_Processed__0d5a5380ce982d92488ceb975b74.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,Nb,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Lorenzenite,,,
Cobaltite,R070372,785.0,Processed,Cobaltite__R070372__Broad_Scan__785__0__unoriented__Raman_Data_Processed__c5f9fe1c08d137edf6313b2944b6.txt,False,"As,Co,Cu,El,Fe,Ka,La,Ni,Ox,Pk,S,Sb,Wt",Unknown,,,,,,,
Corderoite,R130560,780.0,Processed,Corderoite__R130560__Raman__780______Raman_Data_Processed__ff403de3d3d2ff9bfd23a058ea24.txt,False,,Unknown,,,,,,,
PotassiumDihydrogenPhosphate,R120165,532.0,Processed,PotassiumDihydrogenPhosphate__R120165__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c02c2d52f94c386987a3b8bb3e14.txt,False,,Unknown,,,,,,,
Eudialyte,R060035-3,514.0,Processed,Eudialyte__R060035-3__Raman__514__0-000__depolarized__Raman_Data_Processed__3efe125f57cd29dfd3e74354e83a.txt,False,,Unknown,,,,,,,
Rhodizite,R050099,780.0,Processed,Rhodizite__R050099__Raman__780______Raman_Data_Processed__8d6945fa5d6c0af2dbec499d9c64.txt,False,,Unknown,,,,,,,
Normandite,R120066,532.0,Processed,Normandite__R120066__Broad_Scan__532__0__unoriented__Raman_Data_Processed__507bd6d2e2010a64b510c46fb186.txt,False,,Unknown,,,,,,,
Strelkinite,R070046,785.0,Processed,Strelkinite__R070046__Raman__785______Raman_Data_Processed__22faed22abaf1b5fcc38172b384c.txt,False,,Unknown,,,,,,,
Microcline,R050193-5,514.0,Processed,Microcline__R050193-5__Raman__514__0-000__depolarized__Raman_Data_Processed__00e21f280a6967eec28c7959b9b3.txt,False,"Al,Ba,Ca,Cr,Fe,K,Na,On,Si,Sr,Wt",Unknown,1.0,0.0,,Microcline,,,
Ardennite-(As),R060669,785.0,Processed,Ardennite-(As)__R060669__Broad_Scan__785__0__unoriented__Raman_Data_Processed__3fefa7f94f1034947ff7bb16dd92.txt,False,,Unknown,,,,,,,
Allanite-(La),R070246,532.0,Processed,Allanite-(La)__R070246__Raman__532______Raman_Data_Processed__eedffc78d48bdc37f266f9963e52.txt,False,,Unknown,,,,,,,
Amblygonite,R040006-4,514.0,Processed,Amblygonite__R040006-4__Raman__514__0-000__depolarized__Raman_Data_Processed__ae95170374b336f2c58819e6b439.txt,False,"Al,Ca,Cr,El,F,Fe,Ka,Li,Mg,Mn,Na,O,P,Pk,V",Unknown,,,,,,,
Sulfoborite,R140689,780.0,Processed,Sulfoborite__R140689__Raman__780______Raman_Data_Processed__ccb42228e6ae5d9575b860f5849f.txt,False,,Unknown,,,,,,,
Schoepite,R080082,532.0,Processed,Schoepite__R080082__Broad_Scan__532__0__unoriented__Raman_Data_Processed__88787444be89321d1719a45d274d.txt,False,,Unknown,,,,,,,
Parkerite,R070056,785.0,Processed,Parkerite__R070056__Broad_Scan__785__0__unoriented__Raman_Data_Processed__e9f8f8a1dc96ca0efa54070e6163.txt,False,,Unknown,,,,,,,
Gypsum,R040029,532.0,Processed,Gypsum__R040029__Raman__532______Raman_Data_Processed__35126ed259edd9304ca6d9fa7b30.txt,False,,Unknown,1.0,0.0,,Gypsum,,,
Larisaite,R060879,785.0,Processed,Larisaite__R060879__Raman__785______Raman_Data_Processed__e0219ab263e74f56a5345bfaee0e.txt,False,,Unknown,,,,,,,
Komarovite,R070054,532.0,Processed,Komarovite__R070054__Raman__532______Raman_Data_Processed__f1cc9334ad176bdec8e322161434.txt,False,,Unknown,,,,,,,
