CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability,CSD_years,SMILES
DOHJOD,-1908.279927,-0.131984,7.5573,-0.47751,0.09896,-0.28924,-0.19028,365.818084,2020-2024,
ENOFIZ,-2226.381537,-0.181405,4.2867,-0.62834,0.0996,-0.15031,-0.05071,430.949438,2020-2024,
JIWLIO,-2512.188904,-0.238552,0.0857,1.2299,0.08379,-0.19482,-0.11103,583.306689,2020-2024,
NODMAY,-2382.890537,-0.246666,3.9985,0.08734,0.09368,-0.17267,-0.07899,581.756255,2020-2024,
YOSFOE,-3095.841259,-0.104556,11.2354,-1.08818,0.12007,-0.18441,-0.06434,321.285969,2020-2024,
ICENEM,-3160.588625,-0.253994,3.7283,-0.62867,0.13659,-0.18274,-0.04615,607.278247,2020-2024,
MUXBOZ,-4260.758618,-0.051172,3.4095,-0.31952,0.08874,-0.15394,-0.0652,183.555337,2020-2024,
NOVPUM,-2845.65235,-0.135042,0.5294,-0.62645,0.09273,-0.19006,-0.09733,418.29768,2020-2024,
DIZGEC,-3253.801975,-0.279968,5.574,-0.85398,0.08794,-0.1497,-0.06176,676.795607,2020-2024,
SILKUX,-1095.236161,-0.093633,3.5537,-0.03563,0.12776,-0.30111,-0.17335,278.544977,2020-2024,
ZOGXEC,-1248.554091,-0.109943,5.7731,1.19292,0.151,-0.1912,-0.0402,295.021765,2020-2024,
JAZQOU,-3630.35767,-0.211829,1.3736,-1.19739,0.13751,-0.18975,-0.05224,553.259127,2020-2024,
IDAVOB,-4844.118169,-0.276828,5.7478,-1.76719,0.15976,-0.30419,-0.14443,688.367985,2020-2024,
AFOTUO,-3668.077932,-0.229629,6.7343,0.93495,0.07109,-0.15063,-0.07954,574.442353,2020-2024,
UYOGOH,-7171.521797,-0.128876,3.3852,-0.61322,0.1154,-0.1674,-0.052,389.23398,2020-2024,
COHDAI,-3019.627285,-0.123362,13.8915,0.46504,0.06402,-0.14739,-0.08337,348.929385,2020-2024,
XAQDOM,-1109.107915,-0.129714,15.8935,-0.02511,0.07776,-0.16828,-0.09052,325.419161,2020-2024,
GAHLOU,-6999.177819,-0.041417,6.9462,-1.04322,0.13682,-0.2243,-0.08748,166.627921,2020-2024,
NOVHIS,-2845.643907,-0.143501,0.5008,-0.63557,0.09648,-0.19135,-0.09487,418.360109,2020-2024,
QUSCIT,-12198.972458,-0.067447,0.0258,0.05445,0.02813,-0.13948,-0.11135,232.754718,2020-2024,
ANOZEL,-1973.066805,-0.135547,2.2518,0.34637,0.07096,-0.15848,-0.08752,382.960446,2020-2024,
QOBQOR,-2499.736044,-0.222495,5.6719,-1.01075,0.14696,-0.17644,-0.02948,538.137382,2020-2024,
ALUVUB,-2284.869056,-0.138282,2.7645,-0.08154,0.08732,-0.26983,-0.18251,407.666285,2020-2024,
ZIVPUT,-1546.836798,-0.084912,13.505,-0.54955,0.0669,-0.17328,-0.10638,293.226949,2020-2024,
ITIXIV,-6350.066144,-0.190166,3.9041,0.76368,0.05408,-0.03335,0.02073,507.577449,2020-2024,
VOGXAU,-2906.820697,-0.186369,6.1894,0.19302,0.07895,-0.13205,-0.0531,450.289333,2020-2024,
HIVNOT,-3326.417769,-0.150827,8.2329,0.47594,0.07917,-0.15977,-0.0806,412.613502,2020-2024,
HUZMOH,-2580.03729,-0.065665,2.8866,-0.87659,0.10195,-0.19562,-0.09367,237.771959,2020-2024,
CIQBAJ,-3385.292796,-0.189505,9.7742,-0.33033,0.08162,-0.16379,-0.08217,500.045641,2020-2024,
RISZOM,-4404.188347,-0.182449,6.5517,0.64964,0.05909,-0.14332,-0.08423,497.270198,2020-2024,
LOCHAN,-3018.299827,-0.118816,3.5532,0.55289,0.09508,-0.15336,-0.05828,361.809939,2020-2024,
FIZWUK,-2943.341048,-0.27547,1.9053,-2.39485,0.11069,-0.1903,-0.07961,652.127157,2020-2024,
ZIFFON,-2833.277868,-0.113392,0.0043,0.61346,0.09687,-0.14829,-0.05142,370.453312,2020-2024,
GIQFAR,-3273.447088,-0.110064,9.2856,-0.77737,0.11274,-0.20024,-0.0875,328.933789,2020-2024,
TIYDEO,-4904.20264,-0.239245,12.0193,-0.03364,0.01013,-0.11869,-0.10856,568.659325,2020-2024,
YISZAF,-2007.271119,-0.046194,7.4481,-0.46371,0.14689,-0.22872,-0.08183,172.402648,2020-2024,
TISLUG,-2832.138056,-0.121235,5.8656,-0.36309,0.13864,-0.31548,-0.17684,343.102424,2020-2024,
HAYVOW,-2333.834958,-0.03657,6.4218,-1.04735,0.1232,-0.21634,-0.09314,164.927368,2020-2024,
YOWKON,-5262.357908,-0.114664,5.2973,-0.4521,0.09544,-0.14579,-0.05035,298.513023,2020-2024,
POJDIF,-3051.269535,-0.141899,1.6241,0.17654,0.02645,-0.18677,-0.16032,431.561589,2020-2024,
XIYSUX,-3504.405645,-0.176227,2.7548,-0.75558,0.13811,-0.31521,-0.1771,464.391401,2020-2024,
WIWLUN,-3171.52592,-0.159114,3.5028,-0.41484,0.09514,-0.1465,-0.05136,386.178239,2020-2024,
YIQDEL,-2701.311338,-0.092208,0.4022,-1.92052,0.17894,-0.23307,-0.05413,295.746666,2020-2024,
OPOJEL,-2337.132295,-0.167521,4.9509,-0.00074,0.09104,-0.26902,-0.17798,484.770934,2020-2024,
WIZXOW,-3337.726888,-0.187426,3.9133,0.35414,0.07797,-0.28289,-0.20492,434.686233,2020-2024,
DOHJUJ,-1866.885688,-0.146262,5.3177,0.11736,0.09482,-0.30504,-0.21022,372.785785,2020-2024,
DUCDEK,-2541.847456,-0.189568,1.6252,-1.01655,0.02905,-0.29073,-0.26168,517.337851,2020-2024,
NAMJES,-4046.761372,-0.172957,6.8316,0.55829,0.1037,-0.2718,-0.1681,460.353073,2020-2024,
XOCKOT,-2708.845511,-0.196274,9.8512,-0.60048,0.12781,-0.27764,-0.14983,516.654759,2020-2024,
GIKDIR,-3320.289369,-0.185333,2.213,-1.27019,0.12038,-0.17789,-0.05751,451.207477,2020-2024,
VIRMAO,-2824.944139,-0.137026,0.0001,0.29575,0.14699,-0.1472,-0.00021,362.158575,2020-2024,
MOJGEY,-3006.325268,-0.136117,4.2031,0.7972,0.0973,-0.15673,-0.05943,393.727209,2020-2024,
KINDOE,-2678.096229,-0.08938,3.1458,0.6788,0.10702,-0.15408,-0.04706,271.967191,2020-2024,
ROGHII,-4839.952077,-0.264796,4.7678,-0.45134,0.08398,-0.15809,-0.07411,620.098306,2020-2024,
FAMCOP,-1218.299299,-0.043598,4.2015,-0.25577,0.16621,-0.28785,-0.12164,196.661124,2020-2024,
TIJFIE,-4411.585424,-0.196315,0.6443,0.68697,0.09959,-0.04161,0.05798,514.100211,2020-2024,
DEYFUM,-2060.231561,-0.033896,5.3171,-0.6178,0.15844,-0.22547,-0.06703,126.613213,2020-2024,
ULOVUO,-7650.42272,-0.164868,8.023,0.42916,0.0553,-0.16438,-0.10908,388.914845,2020-2024,
LIMTEK,-4385.622039,-0.31032,0.9239,-1.41411,0.12193,-0.16079,-0.03886,716.840579,2020-2024,
QEVLAI,-3452.798985,-0.134147,5.2665,0.44421,0.07448,-0.165,-0.09052,371.238929,2020-2024,
GIQFEV,-3273.448481,-0.111198,10.1796,-0.76185,0.11434,-0.20126,-0.08692,328.761186,2020-2024,
COXZOE,-3145.936658,-0.227508,2.2301,-0.94069,0.00891,-0.30238,-0.29347,548.838088,2020-2024,
DISHOG,-4152.801628,-0.160624,1.071,-0.00019,0.04552,-0.17574,-0.13022,439.817142,2020-2024,
FUXNUK,-3009.393623,-0.107114,11.7057,-0.5719,0.09541,-0.18079,-0.08538,309.706656,2020-2024,
ZITJAR,-3119.864338,-0.226857,8.8271,0.12791,0.07803,-0.27756,-0.19953,635.50848,2020-2024,
KICKOA,-954.218658,-0.127331,11.0675,-0.28195,0.13118,-0.20703,-0.07585,301.431092,2020-2024,
POMGEH,-2734.042503,-0.260979,11.0434,-0.58971,0.12526,-0.17802,-0.05276,618.939745,2020-2024,
GIRPIK,-2358.735161,-0.168919,5.6523,-0.36225,0.08404,-0.15736,-0.07332,465.404716,2020-2024,
HIZQIQ,-975.584168,-0.096463,8.9821,-0.86216,0.15767,-0.2398,-0.08213,271.579036,2020-2024,
QIQDON,-2807.814376,-0.241073,9.028,-0.86315,0.11332,-0.19758,-0.08426,588.290126,2020-2024,
DIYKEF,-3716.798617,-0.269152,11.2311,-0.592,0.08332,-0.18023,-0.09691,634.528405,2020-2024,
SILLAE,-6434.347052,-0.533245,2.3461,-0.59976,0.09278,-0.17702,-0.08424,1158.379575,2020-2024,
WODJEI,-2572.690519,-0.102533,8.6253,-0.82204,0.11442,-0.31935,-0.20493,277.288726,2020-2024,
QINCEZ,-3295.90245,-0.281592,5.3405,0.41858,0.03398,-0.18136,-0.14738,670.099537,2020-2024,
QIXGUD,-2987.242149,-0.076428,4.9688,0.34079,0.06575,-0.17238,-0.10663,244.846291,2020-2024,
ZOFBAB,-4210.377509,-0.234801,2.0474,-1.21553,0.09815,-0.1457,-0.04755,584.291467,2020-2024,
BAHMOQ,-1596.379697,-0.154825,3.8213,0.0435,0.132,-0.29596,-0.16396,407.69777,2020-2024,
QOBQAD,-2690.272614,-0.224391,2.6542,-1.04043,0.13066,-0.15547,-0.02481,543.292361,2020-2024,
XOCDIG,-1490.960618,-0.087423,3.9582,0.15788,0.08202,-0.30045,-0.21843,269.647012,2020-2024,
VOGXEY,-3020.11337,-0.19374,3.2712,-0.09868,0.13354,-0.16873,-0.03519,465.627879,2020-2024,
PAGMET,-7713.350723,-0.127665,0.1637,0.22466,0.07703,-0.15039,-0.07336,392.938755,2020-2024,
IPESII,-8839.124605,-0.107026,9.2345,0.4037,0.02184,-0.17944,-0.1576,322.354243,2020-2024,
CITSIL,-2631.86847,-0.181007,1.5146,-0.20511,0.07499,-0.15808,-0.08309,484.154983,2020-2024,
LITHOP,-1881.000602,-0.199062,2.8518,-0.30044,0.09216,-0.14674,-0.05458,456.402197,2020-2024,
IQACIP,-3184.787822,-0.163033,5.7529,-0.49475,0.08443,-0.14303,-0.0586,452.139031,2020-2024,
XUGGUE,-7170.601987,-0.109713,14.8115,0.38429,0.0804,-0.14586,-0.06546,317.905525,2020-2024,
GIQDUJ,-2828.7715,-0.11041,7.9988,-0.78905,0.11573,-0.18339,-0.06766,331.485164,2020-2024,
DIQVEI,-3901.605008,-0.143919,15.1844,0.32822,0.07982,-0.21457,-0.13475,452.54605,2020-2024,
YEBHUJ,-862.339125,-0.099915,13.5475,-0.21257,0.10337,-0.19028,-0.08691,255.737618,2020-2024,
QIXGOX,-2909.880484,-0.066523,4.5278,0.33961,0.07414,-0.1838,-0.10966,222.417612,2020-2024,
AFEKOP,-3393.23222,-0.173621,4.7754,0.67792,0.06254,-0.12542,-0.06288,434.065931,2020-2024,
RADNIU,-3268.386174,-0.212199,4.7116,-1.21544,0.14072,-0.18756,-0.04684,565.465559,2020-2024,
FESDUG,-2936.551559,-0.168714,4.1997,0.15819,0.08645,-0.16883,-0.08238,559.654285,2020-2024,
OMOBAW,-4024.320524,-0.23234,3.6978,0.50869,0.12203,-0.16931,-0.04728,579.533261,2020-2024,
SEVYAT,-5118.728994,-0.192809,0.006,0.22375,0.09217,-0.12564,-0.03347,554.061446,2020-2024,
NEDZIG,-2888.790347,-0.237969,3.6472,-0.18458,0.09727,-0.15702,-0.05975,597.470147,2020-2024,
ZIDFIF,-1896.368717,-0.099435,6.2914,0.15947,0.10201,-0.17395,-0.07194,299.617702,2020-2024,
GUTYAY,-5869.386723,-0.168264,5.9788,-0.64167,0.06241,-0.14621,-0.0838,455.469926,2020-2024,
ZUBHAI,-5597.977787,-0.129717,5.2742,-0.59516,0.11489,-0.17309,-0.0582,382.785504,2020-2024,
MUZSIJ,-920.052592,-0.056608,3.1092,0.39512,0.12228,-0.15447,-0.03219,199.127452,2020-2024,
GITKAZ,-3703.269295,-0.283328,6.6869,-0.43797,0.08588,-0.2708,-0.18492,659.185011,2020-2024,
MEFVEC,-3170.909069,-0.155153,4.7231,0.55426,0.06112,-0.17357,-0.11245,416.196268,2020-2024,
BIPQIE,-2780.557909,-0.129683,0.0358,-0.36484,0.01048,-0.19127,-0.18079,367.891684,2020-2024,
RUPSAZ,-1521.086036,-0.116232,7.7286,0.27751,0.08962,-0.28745,-0.19783,345.119871,2020-2024,
PILTAJ,-3326.401279,-0.160688,0.7556,0.50034,0.09241,-0.15381,-0.0614,457.479002,2020-2024,
XUGGEO,-7170.602448,-0.109496,14.7994,0.38126,0.07995,-0.1461,-0.06615,317.901376,2020-2024,
ROFHIH,-2845.223289,-0.16184,12.9042,0.39176,0.10559,-0.18085,-0.07526,425.975443,2020-2024,
WUCTIA,-7758.18879,-0.132101,10.8616,0.36705,0.06215,-0.15907,-0.09692,410.628346,2020-2024,
JIRYOC,-2447.615536,-0.153638,7.0205,-0.4516,0.11517,-0.1757,-0.06053,381.164245,2020-2024,
CITSUX,-2017.959879,-0.1866,0.8281,0.11859,0.09533,-0.16683,-0.0715,508.604327,2020-2024,
CITCOX,-2200.757117,-0.062397,6.3991,-1.31603,0.15819,-0.18985,-0.03166,183.476815,2020-2024,
WIKPEP,-1897.141667,-0.120143,5.3179,0.06746,0.08147,-0.26955,-0.18808,327.913597,2020-2024,
YOSJOH,-4478.51221,-0.348804,4.6765,-1.09338,0.11635,-0.16779,-0.05144,838.851372,2020-2024,
QICFAM,-3547.107915,-0.186278,2.4612,-0.51704,0.12816,-0.28503,-0.15687,494.112502,2020-2024,
JISGEB,-1539.500092,-0.101844,4.7788,-0.13323,0.11129,-0.17418,-0.06289,302.261046,2020-2024,
PHSNFE,-4336.146437,-0.18546,2.0019,-1.34865,0.06416,-0.34138,-0.27722,498.272918,2020-2024,
DOFDOV,-3982.518447,-0.330984,4.1124,-0.97793,0.14793,-0.28748,-0.13955,747.434737,2020-2024,
MELYAH,-2931.393262,-0.081874,10.3328,-0.88368,0.09579,-0.17636,-0.08057,265.556642,2020-2024,
MITJEI,-3505.914441,-0.152012,10.7301,0.41069,0.11437,-0.27451,-0.16014,376.276232,2020-2024,
HOBBAF,-1316.912884,-0.09969,6.9126,-0.42659,0.11996,-0.16125,-0.04129,296.598095,2020-2024,
USATIU,-2651.813903,-0.112985,4.1859,-0.45501,0.14964,-0.31323,-0.16359,310.692563,2020-2024,
RILSAG,-5928.301521,-0.050989,7.0181,0.37341,0.02893,-0.19252,-0.16359,212.810855,2020-2024,
OROYOM,-1602.605152,-0.073096,5.1913,-0.59893,0.12515,-0.18526,-0.06011,234.745795,2020-2024,
ODOZEQ,-1565.471755,-0.054603,11.2027,0.08295,0.1295,-0.31542,-0.18592,226.737558,2020-2024,
NASWEL,-9979.407516,-0.384722,0.0115,0.26583,0.08788,-0.15189,-0.06401,988.160977,2020-2024,
BAJKIH,-9796.983563,-0.261488,0.0016,-1.01806,0.1342,-0.14256,-0.00836,632.180242,2020-2024,
INAMAO,-1822.156133,-0.027657,4.2315,-1.40104,0.17213,-0.07458,0.09755,124.741243,2020-2024,
EFARUC,-3784.280376,-0.376762,2.0941,-0.73224,0.06833,-0.16958,-0.10125,874.68547,2020-2024,
IJOMAY,-3919.959375,-0.323039,7.0125,-0.63848,0.06492,-0.18196,-0.11704,741.118579,2020-2024,
KOCJOF,-3355.050783,-0.174467,4.86,-0.75344,0.12572,-0.17072,-0.045,444.926286,2020-2024,
ZIZKAX,-8137.795384,-0.144888,6.2778,-0.25709,0.08606,-0.16772,-0.08166,390.838683,2020-2024,
CIXJAY,-2567.694677,-0.216531,2.5137,-0.49458,0.10647,-0.16043,-0.05396,536.581626,2020-2024,
BIXRIN,-2071.904299,-0.173597,9.4568,-0.56907,0.09685,-0.2584,-0.16155,458.99122,2020-2024,
HUDFUH,-5524.811345,-0.296847,3.5333,-0.33597,0.08111,-0.19855,-0.11744,755.168311,2020-2024,
XOVROS,-5179.741549,-0.104415,5.8648,-1.56611,0.15294,-0.20077,-0.04783,279.808287,2020-2024,
MERNOQ,-3255.582248,-0.144612,1.9092,-0.04863,0.04863,-0.16961,-0.12098,351.124989,2020-2024,
WOCGEE,-2149.727099,-0.149619,5.3452,0.04387,0.10433,-0.27173,-0.1674,415.544713,2020-2024,
MUDROV,-2889.479472,-0.199017,2.9445,-0.28212,0.11362,-0.29053,-0.17691,512.794977,2020-2024,
XINDEH,-2086.707021,-0.135186,5.8599,0.02021,0.10198,-0.29701,-0.19503,417.042605,2020-2024,
YITYOT,-2509.004098,-0.089231,4.0496,-0.4046,0.1388,-0.3293,-0.1905,262.936362,2020-2024,
PAKJOE,-3679.480207,-0.230277,1.947,0.28025,0.05637,-0.16303,-0.10666,550.598398,2020-2024,
IQAPIC,-3920.243537,-0.248214,2.5747,-0.71354,0.10069,-0.15486,-0.05417,557.578843,2020-2024,
FIZROZ,-4057.050566,-0.20677,5.3143,0.249,0.06535,-0.16002,-0.09467,532.270971,2020-2024,
ROVWAC,-3754.817485,-0.290435,4.4364,-0.66768,0.10668,-0.17622,-0.06954,728.300061,2020-2024,
ZITPOL,-2952.749917,-0.103471,9.5898,0.2141,0.1209,-0.11803,0.00287,243.998391,2020-2024,
MITJIM,-3892.005645,-0.184112,9.2866,0.42,0.11977,-0.26147,-0.1417,455.028462,2020-2024,
XANWER,-4684.944574,-0.106656,6.0791,-1.46926,0.09166,-0.18285,-0.09119,283.496796,2020-2024,
DIRNIF,-3466.198639,-0.223758,4.6725,-0.55294,0.08351,-0.18153,-0.09802,582.28741,2020-2024,
ETUKOW,-5368.275181,-0.383532,6.295,0.54503,0.07029,-0.15215,-0.08186,935.222861,2020-2024,
WEBNOK,-2126.696704,-0.184447,4.6993,-0.48228,0.16001,-0.30568,-0.14567,449.066452,2020-2024,
BOJGIU,-2855.247164,-0.108914,9.6015,0.40716,0.07863,-0.17174,-0.09311,351.32162,2020-2024,
QEKYUE,-4335.513457,-0.280388,0.9887,-1.13263,0.11665,-0.15521,-0.03856,677.803187,2020-2024,
PUFGUV,-2247.444671,-0.162708,4.8584,0.0508,0.10378,-0.1549,-0.05112,424.696827,2020-2024,
QICFEQ,-3622.261473,-0.187143,2.8722,-0.51558,0.13248,-0.28198,-0.1495,499.137004,2020-2024,
OTIWEW,-2200.533161,-0.072483,3.5449,-0.5594,0.15744,-0.3548,-0.19736,216.27926,2020-2024,
NOVPIA,-3499.991855,-0.242303,1.8843,-1.53122,0.09952,-0.1859,-0.08638,635.658362,2020-2024,
GECDUR,-2821.99113,-0.155726,6.9092,0.32082,0.07118,-0.1312,-0.06002,390.250246,2020-2024,
ORIJUX,-4800.16979,-0.088584,5.5902,-0.45181,0.1321,-0.19369,-0.06159,267.392514,2020-2024,
KICTID,-5230.483354,-0.139136,6.8586,0.32334,0.0968,-0.26736,-0.17056,365.930968,2020-2024,
FUGREH,-3627.903079,-0.330733,9.56,-0.15876,0.06131,-0.15867,-0.09736,789.310892,2020-2024,
ROBNUV,-2905.837331,-0.2403,8.4603,0.25227,0.06584,-0.15661,-0.09077,653.335965,2020-2024,
WEKTAI,-1988.042536,-0.145344,7.1642,0.35503,0.10714,-0.18841,-0.08127,424.847266,2020-2024,
NIWLUE,-5055.872463,-0.200805,1.9122,-0.92666,0.07975,-0.17231,-0.09256,539.521407,2020-2024,
WICGAU,-3205.344929,-0.211886,2.2124,-0.88994,0.10713,-0.17498,-0.06785,555.273093,2020-2024,
ZOJSEW,-1252.68119,-0.155779,10.1884,-0.16912,0.11271,-0.20946,-0.09675,374.084789,2020-2024,
MUYFOE,-3120.950508,-0.313199,1.8605,0.24195,0.07868,-0.16696,-0.08828,805.623947,2020-2024,
AFOGAH,-2696.869278,-0.208959,11.3434,-0.30218,0.09731,-0.17621,-0.0789,569.901754,2020-2024,
FOCYUV,-2699.093505,-0.127414,5.9135,-0.69355,0.09491,-0.15766,-0.06275,331.737526,2020-2024,
OWEPUE,-7858.358763,-0.13453,9.0842,0.18313,0.06542,-0.14393,-0.07851,334.167035,2020-2024,
QAYNAJ,-1868.35053,-0.119889,5.7214,0.07753,0.0862,-0.27708,-0.19088,356.482706,2020-2024,
YUMGOF,-5585.067648,-0.18562,7.1195,0.49273,0.0857,-0.14117,-0.05547,468.910634,2020-2024,
XAFTAD,-8168.362378,-0.175648,7.6195,-0.16064,0.08313,-0.14925,-0.06612,396.436376,2020-2024,
FISVEM,-4436.339209,-0.293234,0.0214,0.46233,0.01576,-0.16093,-0.14517,699.962915,2020-2024,
BAMDAY,-2781.316209,-0.088021,1.1534,0.66561,0.08204,-0.15849,-0.07645,244.850025,2020-2024,
YIVXUX,-3084.119326,-0.236267,2.7536,-0.89489,0.13743,-0.1858,-0.04837,589.490125,2020-2024,
DODZEF,-5211.980203,-0.296963,2.5599,-0.76139,0.06009,-0.30295,-0.24286,723.03993,2020-2024,
HALKOY,-7232.260819,-0.077762,7.998,0.5571,0.06711,-0.14791,-0.0808,231.493559,2020-2024,
HEYQIP,-3293.479845,-0.053918,2.3169,-0.26948,0.12724,-0.22176,-0.09452,200.008692,2020-2024,
XISGOZ,-2569.417229,-0.169404,7.1183,-0.39982,0.11015,-0.17174,-0.06159,464.864121,2020-2024,
UQECOL,-672.931726,-0.077956,10.1436,-0.2273,0.15875,-0.22755,-0.0688,213.023809,2020-2024,
UPOXAB,-4774.367162,-0.096331,6.3691,-0.1614,0.08741,-0.15284,-0.06543,249.909304,2020-2024,
LIWCUT,-3310.562845,-0.202897,4.4492,0.78694,0.07037,-0.11087,-0.0405,503.103579,2020-2024,
XOYDEV,-4425.009506,-0.360008,13.6965,-0.58251,0.07304,-0.14259,-0.06955,868.215338,2020-2024,
OXUQAC,-8163.23871,-0.145228,0.0409,0.07178,0.07941,-0.15585,-0.07644,428.153442,2020-2024,
YENTOE,-4351.613129,-0.087742,7.462,0.15401,0.10592,-0.1887,-0.08278,284.937259,2020-2024,
HAMFOU,-2202.309686,-0.119994,3.5316,0.49609,0.06914,-0.15378,-0.08464,417.505448,2020-2024,
ZODZOL,-4230.232643,-0.241211,3.7304,-0.83156,0.12632,-0.26651,-0.14019,596.647642,2020-2024,
REQDIE,-1921.960986,-0.158525,10.9013,-0.32622,0.1095,-0.19387,-0.08437,374.641029,2020-2024,
HIZDED,-1934.373106,-0.116932,4.2237,0.32995,0.06385,-0.17218,-0.10833,378.559415,2020-2024,
JEPNIF,-5588.600286,-0.164675,4.8499,0.73347,0.05598,-0.14125,-0.08527,406.188135,2020-2024,
CIXLOO,-3734.487408,-0.073406,10.5007,0.11336,0.09385,-0.12442,-0.03057,285.997916,2020-2024,
QAFBAE,-2775.814444,-0.235614,4.9664,-0.27343,0.1009,-0.28807,-0.18717,580.303156,2020-2024,
YIVWOT,-3576.02608,-0.118199,6.2314,0.22414,0.07341,-0.18176,-0.10835,362.675295,2020-2024,
OPOHUZ,-2306.538203,-0.157269,5.6194,0.0026,0.09742,-0.28796,-0.19054,452.675532,2020-2024,
OGIVUY,-1587.213959,-0.113689,2.6413,0.50233,0.05471,-0.14937,-0.09466,371.241604,2020-2024,
FENBAE,-9011.618958,-0.637394,0.0572,-1.56083,0.0481,-0.18566,-0.13756,1388.135651,2020-2024,
SIQKAI,-3268.891999,-0.100813,2.9341,0.19381,0.06515,-0.14625,-0.0811,317.821576,2020-2024,
UZAYUS,-1354.064933,-0.197922,11.7149,-0.0602,0.11776,-0.2072,-0.08944,425.090419,2020-2024,
WOCQOY,-2967.757136,-0.112607,8.7776,0.37159,0.06874,-0.13624,-0.0675,328.191959,2020-2024,
NIQVAO,-2815.182226,-0.137293,3.0749,-1.34461,0.13372,-0.18191,-0.04819,351.634854,2020-2024,
IQAPEY,-3568.734124,-0.213475,2.7718,-0.67381,0.09667,-0.16873,-0.07206,505.657657,2020-2024,
OWITIA,-2261.844454,-0.113364,0.9279,0.43142,0.07205,-0.16449,-0.09244,353.11343,2020-2024,
SITDIM,-2594.641423,-0.144168,3.5692,-0.89556,0.10659,-0.28102,-0.17443,366.973693,2020-2024,
TESSAO,-2608.800935,-0.111173,7.1644,0.10887,0.09244,-0.17728,-0.08484,335.578012,2020-2024,
TIJFIF,-2997.417985,-0.3005,5.9771,-0.47908,0.07555,-0.15868,-0.08313,664.732945,2020-2024,
VUDJIQ,-7858.534444,-0.085777,1.451,0.30471,0.05323,-0.04342,0.00981,289.236496,2020-2024,
GIMZIP,-2505.176311,-0.19063,2.0132,-0.10861,0.08523,-0.17086,-0.08563,465.061405,2020-2024,
GESMIE,-14780.884463,-0.073151,1.1769,-0.33506,0.13232,-0.22493,-0.09261,255.977942,2020-2024,
EYEXAK,-3875.855647,-0.218264,0.1822,-1.22902,0.11171,-0.15963,-0.04792,570.252767,2020-2024,
SOCQEG,-2048.849351,-0.165029,8.3756,-0.28938,0.10724,-0.20169,-0.09445,412.660421,2020-2024,
HUPKIP,-1088.509292,-0.107306,15.8407,-0.38387,0.07812,-0.19495,-0.11683,305.804558,2020-2024,
WIZYAJ,-3573.493042,-0.222446,3.7731,0.35374,0.07589,-0.2765,-0.20061,504.378367,2020-2024,
HILGES,-3387.540088,-0.127513,3.5777,-0.72402,0.07815,-0.19412,-0.11597,366.66842,2020-2024,
PIXBIL,-1956.617371,-0.125582,5.4719,0.09123,0.08763,-0.2799,-0.19227,383.456284,2020-2024,
TIJGAY,-2527.125927,-0.146387,3.6834,0.55381,0.08954,-0.16495,-0.07541,359.789074,2020-2024,
EBILEK,-6203.813997,-0.51433,7.9649,0.83014,0.11236,-0.24411,-0.13175,1268.960997,2020-2024,
GOCDAH,-3610.084727,-0.154914,10.288,0.1902,0.08314,-0.15654,-0.0734,501.97592,2020-2024,
QEFPOK,-8582.951569,-0.351381,7.5955,-1.51935,0.07239,-0.1474,-0.07501,761.890931,2020-2024,
RIPJOT,-2033.935742,-0.096901,8.8925,0.01694,0.05597,-0.17436,-0.11839,301.817741,2020-2024,
DALWUK,-2794.525624,-0.248541,1.1115,-0.83104,0.08149,-0.13872,-0.05723,620.595516,2020-2024,
DISHEW,-2472.10151,-0.164696,0.972,0.00421,0.04566,-0.15826,-0.1126,436.97142,2020-2024,
QIXHEO,-3331.288203,-0.11631,0.0002,0.35763,0.0821,-0.13664,-0.05454,330.541677,2020-2024,
AWETUU,-7517.312284,-0.347715,2.1353,-1.46355,0.1012,-0.1476,-0.0464,786.105692,2020-2024,
DIRVIN,-2314.909359,-0.144307,1.1104,0.00613,0.04668,-0.1644,-0.11772,390.89276,2020-2024,
YUQRIO,-2057.454806,-0.090299,6.2199,-0.16672,0.09293,-0.1683,-0.07537,294.158523,2020-2024,
WIWMUO,-3207.496072,-0.154288,4.4131,-0.54335,0.10966,-0.14912,-0.03946,377.024692,2020-2024,
CITTEI,-2823.500326,-0.200535,1.3741,-0.24982,0.07359,-0.15996,-0.08637,535.080452,2020-2024,
BEMNUG,-4589.013751,-0.094263,21.4394,0.9027,0.00472,-0.17472,-0.17,360.044065,2020-2024,
UKOYUR,-2412.124395,-0.178844,4.1894,-0.27663,0.12408,-0.16592,-0.04184,466.687918,2020-2024,
DUJFAS,-4159.777336,-0.211851,0.0744,0.93643,0.01981,-0.15902,-0.13921,607.80541,2020-2024,
XUGGIS,-7170.60224,-0.109594,14.7907,0.38426,0.08023,-0.14596,-0.06573,317.901889,2020-2024,
UBAHUE,-2452.344971,-0.083776,4.0264,-0.90017,0.13448,-0.20879,-0.07431,277.486027,2020-2024,
ODOYUF,-1207.495473,-0.075169,3.8224,0.33638,0.13141,-0.15208,-0.02067,276.638408,2020-2024,
YAFCER,-3382.166415,-0.162704,0.0,0.40507,0.07705,-0.16449,-0.08744,482.030917,2020-2024,
RIPJUZ,-2365.49001,-0.090407,5.0334,-0.13049,0.10693,-0.19352,-0.08659,266.338444,2020-2024,
